TS-DDR,TS-LDR,SDDP-DCLL,SDDP-SOC,TS-DDR (strict)
166.92019582010437,188.70842110946302,103.82258613108722,205.77526373955115,212.85090553779278
153.73417427187314,161.11055875216002,112.13281054476954,205.88135777815637,209.902570025936
164.778321612267,181.93462654464733,161.52068981849445,206.02649485451556,210.89012895639436
160.9396855926067,146.59967315111336,169.88300890301332,205.8871588917278,205.50333692724715
161.6813291137583,157.86943128110318,177.59131665764,206.70433459244137,204.32269653063892
161.9520731591163,129.58260488127797,172.45550740547597,206.366999884319,201.43948777354547
161.5166767553574,192.37516226972488,177.4638905803286,206.38870455127955,201.08952940134793
171.23315428685606,169.81265452067095,176.73862367347002,206.249716219982,197.19467385465967
203.84334411204006,189.01908062873738,182.19685255887867,206.63455688813036,196.69745986831143
243.88748126609443,185.3643782473636,192.64656185901407,205.9797537356252,203.70645768573323
255.36863069633904,189.10691135198536,210.14038242475175,206.03555271847185,210.0315143766425
275.72231730419776,177.47926018459844,214.11405852350882,206.51953984726723,213.6098442211835
231.14746381351682,203.55835450764843,216.8881876993481,206.12018860291096,215.6095194115856
239.70981393223852,185.15015653078225,206.20963274723462,206.250132372938,213.42327196978673
236.55408488066604,209.9345245251102,228.06281826263384,206.1138429495153,213.92786115893045
232.50309001204022,247.09182945796942,232.53663833367236,206.4146828063853,215.32875670807255
211.09249114427467,224.13559766576765,229.0267023271387,206.5605843384091,213.56203072051485
222.7816613997703,251.3620122443193,232.90850460804563,206.40037604289813,211.33883588842454
219.16351862667358,241.65598188514326,228.66399277324248,206.5295113131882,211.21103171947453
207.22133488700123,260.0058643392084,266.0049119099325,206.8315496621826,209.84379993269118
217.06224817213152,249.65113999794553,228.7078025295844,207.13270789037426,207.37243503995663
210.07761177326952,201.43928958603075,257.88491102881073,207.77068168915991,206.3273067775563
216.6438147791045,209.70322997573356,256.3000900779569,208.16087070287398,208.4308976434162
201.41487156994177,254.6147418912871,260.0864123226794,208.40830707759466,204.48310839464855
207.97135419475285,233.44163279290632,245.1593291381967,207.38456438434162,202.30900516056604
211.26689971022438,206.86923643700797,266.2262958784643,206.9039133561306,199.0957215686977
240.1582296197083,249.82887487767167,286.04078934122384,207.77917011114187,195.65265290918552
233.02195021621122,218.9756433172769,302.4507102096619,207.558738022174,193.82165670656616
237.29598744217932,254.3292021981702,310.8026658382449,208.03806284333123,194.10120155140936
262.7454036444481,254.22526995036333,312.90905574443457,209.270249411708,193.48457104609795
277.54946543623424,228.08210258025755,326.2879316740818,208.91105191830513,197.68279482028152
259.14118496809317,237.00317892462166,325.13527205939647,208.38620445160527,198.27172714513736
258.0603903695542,268.0249997632043,305.61306417662183,207.98642330663995,204.66198840076032
263.1354853907414,238.83057850845063,298.7323501222888,209.43087634497854,213.63776171148848
280.35492909981747,216.14279418347928,318.1451091369037,211.27160719784078,239.5404812525324
271.56374567280704,229.39964558658272,286.6845872174376,210.0236414480106,240.58356433154577
229.35820796650296,212.93348980868046,245.77044877320677,208.8917459728048,221.74490244061576
230.49394051322878,203.67236378550288,224.55512987384654,205.8564923994707,207.85492498180685
225.7601668320821,219.35714063162678,238.83881638414672,208.55931411570532,208.23135036415238
230.75407630714457,198.06757965648347,238.36899164573157,208.37478598750155,227.9515285095849
221.31628509636886,149.20055233004982,218.55183620363255,205.669374135596,214.2964276752777
200.12300075458802,167.6799930782707,209.6087072026431,200.7031326575932,201.64848038288213
138.65216945726675,143.81558253281227,219.38832428287833,201.49222415721096,219.54922660407325
